frame,qerr_max,qerr_mean,root_pos_err_m,root_ori_err_deg,root_z,tilt_deg,n_contacts,max_jvel,max_torque
130,0.154261,0.060853,1.063282,147.6798,0.181389,16.252,2,4.245,2.1223
131,0.155400,0.052196,1.000928,147.9618,0.165497,15.112,2,4.927,3.0000
132,0.169192,0.034262,0.945530,146.9441,0.166310,16.235,3,4.440,3.0000
133,0.160729,0.035198,0.916117,146.1534,0.170333,16.559,3,4.939,0.8352
134,0.095556,0.042868,0.890485,145.2282,0.171929,15.466,3,5.535,2.1148
135,0.129559,0.052280,0.876082,143.6910,0.170316,13.190,3,5.103,1.5003
136,0.130895,0.061960,0.865778,142.4514,0.165543,11.050,4,3.789,5.7247
137,0.160701,0.060863,0.860472,138.9561,0.163860,10.510,4,4.576,2.9176
138,0.162334,0.057826,0.855256,136.7161,0.165855,10.305,4,4.703,1.5095
139,0.127618,0.047368,0.849430,134.1932,0.167183,9.058,4,4.183,1.0216
140,0.126748,0.039657,0.839569,132.9008,0.168597,7.767,2,3.409,4.3245
141,0.127524,0.038677,0.832575,133.5022,0.167678,7.080,2,3.465,2.3938
142,0.105915,0.030322,0.827111,133.1712,0.167353,7.032,2,2.915,3.0000
143,0.106118,0.027464,0.827572,134.4419,0.168737,7.419,2,2.872,3.0000
144,0.064604,0.017581,0.828947,135.0243,0.170975,8.316,2,1.739,2.2931
145,0.064748,0.017858,0.830063,135.4023,0.172505,8.912,1,1.758,1.9877
146,0.060876,0.012141,0.830848,135.4263,0.172428,8.860,2,0.835,2.3384
147,0.035485,0.009713,0.831896,135.4827,0.172344,8.278,2,0.598,2.6843
148,0.021676,0.007497,0.832971,135.6815,0.173334,7.524,2,0.373,2.0417
149,0.018664,0.006279,0.832643,136.1174,0.174545,7.227,2,0.446,1.3282
150,0.016277,0.005023,0.830717,136.3519,0.174373,7.033,2,0.656,1.5811
151,0.026171,0.005815,0.828070,136.1272,0.173684,6.891,2,0.786,1.9611
152,0.031262,0.006239,0.824874,135.8533,0.173215,6.856,3,0.897,2.0484
153,0.046839,0.006674,0.820656,135.7045,0.172898,7.105,3,0.544,2.0041
154,0.030379,0.005301,0.815119,135.7006,0.172348,7.924,4,0.321,2.0117
