campaign,role,repository_path,bytes,sha256
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0002/A/preflight_left/eval.mp4,554628,5658c70835eb989d275988bd458ce76503c12dd8f36beff63ab5fbfbbc526fd0
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0002/A/preflight_right/eval.mp4,539418,a96515ba9e1945a1274439e77dc137445d977a4f72743aca1a5e43c5c7b8d77f
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0002/A/right/eval.mp4,4701056,80f3758623456355af11caea6e50bf382d8bd756ae83b0ee285b8278a1d45660
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0003/A/comparison.mp4,8146943,6337a9cee752b88c6ce3cad4a33c0c5bc449f184b49b8dd3105356518fc33b74
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0003/A/evaluation/eval.mp4,5073689,56c9a83e4a8693babd6eef18a46a85b7bdf3a468e0fd2dc7f0a0b8efce6b614e
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0003/A/left/eval.mp4,5073689,56c9a83e4a8693babd6eef18a46a85b7bdf3a468e0fd2dc7f0a0b8efce6b614e
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0003/A/left_right.mp4,8414889,711de6918e68d0caaf6e95a5ee430f07769102499e68e837d63c6fa11ddfa624
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0003/A/preflight_left/eval.mp4,582090,537e56d1d40dd63f1bea1412d9937519455fa748762d8acacfca8e7cfe2a6628
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0003/A/preflight_right/eval.mp4,583172,e202ffd718f318cd8b29cb33d90e7d46597bc0c0299a8b5e62e9999ef64524b5
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0003/A/right/eval.mp4,4920731,6f8937312fcce8759df2e6d61082724e43466a9702f5c6f72e1b0dc1b8a9fdfc
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0004/A/comparison.mp4,8411934,19efac585253ff8596798c83be9410d438df818601466be0680251fd826e94ce
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0004/A/evaluation/eval.mp4,5022763,a12ff344ab3046504a8fb976f6d4e7c8aba64620ce627c0b17e09c235e4a39a6
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0004/A/left/eval.mp4,5022763,a12ff344ab3046504a8fb976f6d4e7c8aba64620ce627c0b17e09c235e4a39a6
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0004/A/left_right.mp4,8373005,c1a0a5771fd92d998ee8a3dac2018444e37c9f27d886ffe1e25dc4b6f75f80a0
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0004/A/preflight_left/eval.mp4,581931,05545b76d51cb15e6d21f7ef9d66ff62f9871ad6b2b62cee65c24f4a0aec9bcd
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0004/A/preflight_right/eval.mp4,571905,be119f918039c473f44c2ef72014cda38f20d50a9e357915e32db8351696fc99
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0004/A/right/eval.mp4,4937836,25d9b7aa5d34600edd44be6db653ca225dbd1ec34a95eb16a994d66e8c1f51c9
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0005/A/comparison.mp4,8393376,05686e348f3c9db3a9a7401ee53174eff903bdc7e74c76c2c3cd829dd79b901f
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0005/A/evaluation/eval.mp4,5061935,969bbf0bf4679916794259ed1b0872a053389229c3841dbda5f8879a4fd1e1dd
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0005/A/left/eval.mp4,5061935,969bbf0bf4679916794259ed1b0872a053389229c3841dbda5f8879a4fd1e1dd
turning,curated milestone,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0005/A/left_right.mp4,8346024,febe78e3fcc691b0ca5050de1fb9a3432255ad5c12da2244e0e18790391c1fea
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0005/A/preflight_left/eval.mp4,577790,34f13d00a7e46304f5782483616dd82aed928f31674de96df039d4d49fc76955
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0005/A/preflight_right/eval.mp4,576691,50d4bf38f121fc9a527ad93a50c322f5bc5b7e6d75d4a08aab073d19ec1c4d90
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0005/A/right/eval.mp4,4928531,e118caaadd2a6615a1225e9898af44450b44e1f2954e194a66db307d7e57e14b
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0006/A/comparison.mp4,8432336,dc2088f74249eac7d69ee614cf3dd74283ab20e510996705a720906656f2273d
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0006/A/evaluation/eval.mp4,5043925,bc908d14de1e9c6cb26a1b62d54115f7ecc65dcd1643ce3b0b206bd31809e948
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0006/A/left/eval.mp4,5043925,bc908d14de1e9c6cb26a1b62d54115f7ecc65dcd1643ce3b0b206bd31809e948
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0006/A/left_right.mp4,8272402,cf182b36494ee9fef8b4a83865da8d58d751344cf7ce721cad95afd91e1a44ac
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0006/A/preflight_left/eval.mp4,577026,cee1eaf607ff462bf920bcdb5fcc4d91443b4038824c11f9af6edf9e80e86704
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0006/A/preflight_right/eval.mp4,576750,5e9ba7e481bb66d0c7d7e46e80f3eb54e245be6f06f08cf942c73a51738a6625
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0006/A/right/eval.mp4,4865921,02372e24233f0f9d04b13daa4178bb63c19cc4ac1acc86b668e3f7e8d96d765c
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0007/A/comparison.mp4,8465165,fd6402ef49a2306c40614d8ae98f1d4deacaa29e1b9408feef4636053a1c9aed
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0007/A/evaluation/eval.mp4,5101947,e4774179675df9e2d9ba25184c00c30752e36e8e77ead71ed09b6794f6a8d8c1
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0007/A/left/eval.mp4,5101947,e4774179675df9e2d9ba25184c00c30752e36e8e77ead71ed09b6794f6a8d8c1
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0007/A/left_right.mp4,8391729,4a986db242a636ea8d8ba6dcb6d0bbf42e3e6c250571204483cc241a36740bf0
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0007/A/preflight_left/eval.mp4,579057,fab0b02b2d9c049d57d16a86e0b0f6679459c34ce3c770971dac588111e9f1e2
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0007/A/preflight_right/eval.mp4,572760,2e55de8880f3d4d88a6ff954b58f9a1447c69d9143e3a301a5be2d296c8abd99
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0007/A/right/eval.mp4,4911549,52d5aea7e48c124c25e49e6500dfb8054bfe0520dc86d7fb43306b3df76a4507
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0008/A/comparison.mp4,8459681,67d64029b8be0321faa890e43014b9a824b47d749d6de4e7a25a83998665657c
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0008/A/evaluation/eval.mp4,5103234,25c4f06ea910a99dea0ff31503ed465f9d990af01b791bc39c6efa65f8a91afa
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0008/A/left/eval.mp4,5103234,25c4f06ea910a99dea0ff31503ed465f9d990af01b791bc39c6efa65f8a91afa
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0008/A/left_right.mp4,8375238,37fdf6a8afd6c605f43988b35338f65aee4246e2d348677bebc90e3ee78fe38c
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0008/A/preflight_left/eval.mp4,577082,ca5ae3efd9e03ce769c7353b4f77c6698c8459a757c5b3a90dcebfb33f412bbb
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0008/A/preflight_right/eval.mp4,578000,23fca11f5f4f55b8051a951ef3b41a5418e1fab480f22c894b27cbfecb5ab7aa
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/loops/loop_0008/A/right/eval.mp4,4910104,34a8ce768facef733678f63c3e39a2eed4ff923e5b850a1a797ee4558b01ac5c
turning,archived detail; consult report,archive/baseline_1_provenance/docs/experiment_loop/turning/replay_video_check/evaluation/eval.mp4,914011,f8ee74e9adf6ed5a6743054ffef1fc514104c7123c7ef11c1faa55582bb4cbf3
amp_exploration,archived detail; consult report,archive/baseline_1_provenance/docs/locomotion2/amp/loop_runs/run_01/eval_video/rl-video-step-0.mp4,9689269,41c2934da8766c0fa59174a8e58523a6fa52ddd3a87049b81eb3aae53794bb7b
amp_exploration,archived detail; consult report,archive/baseline_1_provenance/docs/locomotion2/amp/loop_runs/run_02/eval_video/rl-video-step-0.mp4,9189418,ab601013f2707315703aee4cb296df5fe9e3742532bb2f40c424d4608043e5cc
amp_exploration,archived detail; consult report,archive/baseline_1_provenance/docs/locomotion2/amp/loop_runs/run_03/eval_video/rl-video-step-0.mp4,9742021,d4f244cfb481d619c6481f1cfc2d6d2b0ba8c10500781fb53f2e9757d289bb11
amp_exploration,curated milestone,archive/baseline_1_provenance/docs/locomotion2/amp/loop_runs/run_06/eval_video/rl-video-step-0.mp4,11320227,1d2621915c0acbf816ab3bee8187b8d0498df2472f13084f762173f61591add2
retargeting,archived detail; consult report,archive/baseline_1_provenance/docs/locomotion2/motions/retarget/kinematic_replay.mp4,248909,9071bd4dca4d37b50c6bcd090d6d0c9f8d0955562bd8fb243afc4e45ac1cd634
retargeting,curated milestone,archive/baseline_1_provenance/docs/locomotion2/motions/stage4/stage4_physics.mp4,469504,688969da080e2614a6fc2c470cb2b0b293a04eb093f193461e4e657ccbcdfe45
natural_walk,archived detail; consult report,archive/baseline_1_provenance/docs/natural_walk/attempt_01/comparison.mp4,8758294,05a28b973d16375ac460d55f18da133782f068a13693223abadcaff70c8da910
natural_walk,archived detail; consult report,archive/baseline_1_provenance/docs/natural_walk/attempt_01/evaluation/eval.mp4,5289412,0019b288f77f8c082111ef67ecf5bd10da60980ae4e86d353d1dec6206866ecd
natural_walk,archived detail; consult report,archive/baseline_1_provenance/docs/natural_walk/attempt_02/comparison.mp4,8735255,46db90562be598a1b0cafd4447b2b61610146162ac89ebc5b7cbaca31300bc64
natural_walk,archived detail; consult report,archive/baseline_1_provenance/docs/natural_walk/attempt_02/evaluation/eval.mp4,5265939,c4c1efc563515f1858f88f9b3a22239ef096dc03b4ca044e044071cd4157bc02
natural_walk,curated milestone,archive/baseline_1_provenance/docs/natural_walk/attempt_03/comparison.mp4,8724353,745aa02d7f2807750f2d498a260ebe019bdcd2d22b707368d3b8169d5910902a
natural_walk,archived detail; consult report,archive/baseline_1_provenance/docs/natural_walk/attempt_03/evaluation/eval.mp4,5260050,1d5dc093a14aaa2fc05456cd2fe87b53ddd1defdc568a6b6ca2180ca6e6f0910
natural_walk,archived detail; consult report,archive/baseline_1_provenance/docs/natural_walk/reference_01/kinematic.mp4,692281,ab50ec5a8d25ed3a35e0ea896df488ee5a9e530efd8a773604a4701016d5f9a1
natural_walk,archived detail; consult report,archive/baseline_1_provenance/docs/natural_walk/reference_01/preflight/eval.mp4,1835305,b7b068d82932ce0dedf637ca12638d127504ef2020e8ebae3062de1e428c2e0d
natural_walk,archived detail; consult report,archive/baseline_1_provenance/docs/natural_walk/reference_02/kinematic.mp4,690164,9febb801068ca841d914776ca3754480a0f1a9da6584b3421f207ab7f316450f
natural_walk,archived detail; consult report,archive/baseline_1_provenance/docs/natural_walk/reference_02b/kinematic.mp4,692750,786afd023c074e4311f031f90608917004f91ec6c2a8fe2a4a3d44b97144d3c7
natural_walk,archived detail; consult report,archive/baseline_1_provenance/docs/natural_walk/reference_02b/preflight/eval.mp4,955742,1ff31919df4f122b5d5dad2114b2d6cc5c4885853e2e8266f6b249f72d0be8c0
reference_walk,curated milestone,archive/baseline_1_provenance/docs/walk_ref/best/eval.mp4,5313858,bb208100ba7ac8b951973fb200a76860462c61bdf56c4a4a6efc1810269776df
reference_walk,archived detail; consult report,archive/baseline_1_provenance/docs/walk_ref/quality_runs/best_render/eval.mp4,5313858,bb208100ba7ac8b951973fb200a76860462c61bdf56c4a4a6efc1810269776df
